2,3,5,6,5,1
3,3,2
2,3.1693750601033224,4.982240063403481
5.955600,4.194969121,3.58160388
8.5442811,5.0000000,7.071626322
7.82783896,3.6244983,7.6252796696
10.013824352,5.8428249,9.453503461
5.09917446,2.8278686,3.6062084737
2.266608921,2.205926200,4.482881980
3.95640778,3.12758005,6.6592199806
6.131052088,5.04497030,8.994669
6.45229406997481,4.167185152925826,8.751437271727866
6.39309040592041,2.436856911051255,7.412035591181295
5.726438576063844,1.5891608158916553,5.751607397442995
4.5178930957572865,3.8137503009537337,2.105606859533275
